,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,YearBuilt^2,YearRemodAdd^2,TotalBsmtSF^2,2ndFlrSF^2,YearBuiltandRemodAdd,TotalSF,TotalBathrooms,TotalPorchSF,MSZoning_FV,MSZoning_Other,MSZoning_RL,MSZoning_RM,Street_Other,Street_Pave,LotShape_IR1,LotShape_IR2,LotShape_Other,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_Other,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LotConfig_Other,LandSlope_Gtl,LandSlope_Mod,LandSlope_Other,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_Other,Condition1_PosN,Condition1_RRAn,Condition2_Norm,Condition2_Other,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,RoofMatl_CompShg,RoofMatl_Other,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Other,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Other,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Other,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_Other,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Other,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Other,Functional_Typ,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageType_Other,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Other,GarageQual_TA,GarageCond_Fa,GarageCond_Other,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,SaleType_COD,SaleType_New,SaleType_Other,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Other,SaleCondition_Partial
745,746,4.110873864173311,4.2528542323239575,9.100971834920818,8,9,1976,1996,5.66988092298052,6.3561076606958915,4.394449154672439,6.1903154058531475,7.04141166379481,7.069874128458572,7.340186835320115,0,7.906915488678587,0.0,1.0,3,1,4,1,11,2,7.598399329323964,2.0,831.0,0.0,5.3230099791384085,0,0,0.0,0,0,7,2008,12.61087420020211,3904576,3984016,49.5814782190256,53.87834277740673,3972,21.451472627573498,4.0,5.3230099791384085,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
746,747,4.110873864173311,4.2528542323239575,9.082052351674651,7,5,2000,2000,0.0,5.707110264748875,0.0,6.481577129276431,6.859614903654202,6.8885724595653635,7.152268856032539,0,7.721791776817535,0.0,0.0,2,1,4,1,8,1,7.601402334583733,2.0,554.0,5.41610040220442,4.007333185232471,0,0,0.0,0,0,4,2009,12.371591321286905,4000000,4000000,47.05431662643485,51.154949788973006,4000,20.900456219252103,2.5,9.423433587436891,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
747,748,4.2626798770413155,4.189654742026425,9.367429587218957,7,7,1880,2003,0.0,0.0,0.0,7.123672785204607,7.123672785204607,7.186144304522325,7.186144304522325,0,7.878912912297133,0.0,0.0,1,1,4,1,8,1,7.576097340623111,4.0,864.0,5.204006687076795,0.0,386,0,0.0,0,0,5,2009,12.491176396967154,3534400,4012009,50.74671395066476,51.64066996541865,3883,21.495961394249257,1.5,391.2040066870768,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
748,749,3.044522437723423,4.0943445622221,9.268043082104471,7,5,1996,1996,5.82600010738045,6.824373670043086,0.0,6.687108607866515,7.450660796211539,7.450660796211539,0.0,0,7.450660796211539,1.0,0.0,2,0,3,1,7,1,7.599401333415815,2.0,527.0,5.484796933490655,4.04305126783455,154,0,0.0,0,0,3,2010,12.469978029554953,3984016,3984016,55.51234630020357,0.0,3992,14.901321592423079,3.0,163.5278482013252,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
749,750,3.9318256327243257,3.9318256327243257,9.036701015565063,4,3,1945,1950,0.0,0.0,0.0,0.0,0.0,6.9930151229329605,6.091309882077698,0,7.333023014386481,0.0,0.0,2,0,4,1,9,0,7.57353126274595,1.0,240.0,4.532599493153256,0.0,185,0,0.0,0,0,4,2009,11.49273296168228,3783025,3802500,0.0,37.10405607949742,3895,13.084325005010658,2.0,189.53259949315327,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
750,751,3.9318256327243257,4.02535169073515,9.082620630373812,4,7,1910,2004,0.0,0.0,0.0,6.3578422665081,6.3578422665081,6.675823221634848,5.855071922202427,0,7.039660349862076,0.0,0.0,1,0,3,1,7,0,7.590404248557538,0.0,0.0,0.0,5.081404364984463,0,0,0.0,0,0,6,2010,11.477308649967686,3648100,4016016,40.422158285796854,34.28186721416322,3914,18.888737410345374,1.0,5.081404364984463,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
751,752,4.110873864173311,4.2528542323239575,8.955577146281511,7,5,2003,2003,0.0,0.0,0.0,6.493753839851686,6.493753839851686,6.493753839851686,6.493753839851686,0,7.186144304522325,0.0,0.0,2,1,3,1,6,0,7.602900462204755,2.0,400.0,0.0,3.8918202981106265,0,0,0.0,0,0,8,2007,11.995357787034976,4012009,4012009,42.168838932588514,42.168838932588514,4006,19.48126151955506,2.5,3.8918202981106265,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
752,753,3.044522437723423,4.382026634673881,9.13097243659261,6,5,1997,1997,0.0,7.0909098220799835,0.0,5.634789603169249,7.299797366758161,7.3098814858247865,0.0,0,7.3098814858247865,1.0,0.0,2,0,3,1,6,0,7.599901959208498,2.0,576.0,5.1298987149230735,3.332204510175204,0,0,0.0,0,0,7,2006,12.28765724080691,3988009,3988009,53.28704159572938,0.0,3994,14.609678852582947,3.0,8.462103225098277,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
753,754,4.110873864173311,4.394449154672439,9.234154550075438,8,5,2005,2005,5.187385805840755,0.0,0.0,6.93828448401696,6.93828448401696,6.946013991099227,6.966967138613983,0,7.649216319820633,0.0,0.0,2,1,3,1,8,1,7.603897968521881,3.0,878.0,5.262690188904886,3.970291913552122,0,0,0.0,0,0,3,2006,12.526346537332584,4020025,4020025,48.1397915811505,48.538631110527106,4010,20.85126561373017,2.5,9.232982102457008,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
754,755,3.044522437723423,4.127134385045092,8.97853441008332,6,8,1969,2005,0.0,6.0867747269123065,6.159095388491933,4.7535901911063645,6.934397209928558,6.934397209928558,0.0,0,6.934397209928558,1.0,0.0,1,0,3,1,5,0,7.585788821732034,2.0,440.0,5.147494476813453,3.8918202981106265,0,0,0.0,0,0,7,2009,11.957617696467539,3876961,4020025,48.08586466506497,0.0,3974,13.868794419857116,2.0,9.03931477492408,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
755,756,5.081404364984463,3.5553480614894135,8.080546965824498,6,5,1999,1999,6.796823718274855,5.945420608606575,0.0,5.855071922202427,6.593044534142437,6.610696044717759,6.593044534142437,0,7.294377299288821,0.0,0.0,2,1,3,1,6,0,7.600902459542082,2.0,440.0,0.0,3.2188758248682006,0,0,0.0,0,0,3,2009,12.058158312538197,3996001,3996001,43.468236229185464,43.468236229185464,3998,19.79678511300263,2.5,3.2188758248682006,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
756,757,4.110873864173311,4.23410650459726,9.284519770150434,8,5,2007,2007,0.0,3.044522437723423,0.0,6.741700694652055,6.7650389767805414,6.7650389767805414,6.805722553416985,0,7.478169694159785,0.0,0.0,2,1,3,1,7,0,7.60489448081162,2.0,578.0,4.976733742420574,4.663439094112067,0,0,0.0,0,0,4,2009,12.264346270624157,4028049,4028049,45.765752357359915,46.317859474088614,4014,20.335800506978067,2.5,9.640172836532642,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
757,758,4.110873864173311,4.2528542323239575,9.360224821513475,6,5,1978,1978,5.796057750765372,6.0844994130751715,0.0,5.459585514144159,6.511745329644728,6.511745329644728,6.5722825426940075,0,7.234898420314831,0.0,0.0,2,1,3,1,6,1,7.590346945602565,2.0,440.0,5.817111159963204,0.0,0,0,0.0,0,0,4,2010,11.97603664577121,3912484,3912484,42.402827238149925,43.19489782100041,3956,19.595773201983462,2.5,5.817111159963204,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
758,759,5.081404364984463,3.2188758248682006,7.732369222284388,7,5,1999,1999,5.8888779583328805,6.309918278226516,0.0,5.278114659230517,6.61338421837956,6.630683385642372,6.61338421837956,0,7.31455283232408,0.0,0.0,2,1,3,1,6,0,7.600902459542082,2.0,440.0,0.0,0.0,0,0,0.0,0,0,8,2008,12.097378802727306,3996001,3996001,43.73685081991182,43.73685081991182,3998,19.857451822401494,2.5,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
759,760,4.110873864173311,4.189654742026425,9.413934064045677,8,5,1995,1995,6.2422232654551655,4.04305126783455,4.174387269895637,7.089243155027514,7.1846291527173145,7.192182058713246,7.093404625868766,0,7.836764783264067,0.0,0.0,2,1,4,1,9,1,7.59890045687141,3.0,752.0,5.407171771460119,4.59511985013459,0,0,0.0,0,0,11,2007,12.577639650232573,3980025,3980025,51.618896062075514,50.31638918629641,3990,21.470215837299328,2.5,10.002291621594708,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
760,761,3.044522437723423,4.2626798770413155,9.116139576577355,6,6,1959,1959,0.0,6.418364935936212,0.0,5.53338948872752,6.762729506931879,6.762729506931879,0.0,0,6.762729506931879,0.0,0.0,1,0,2,1,5,0,7.605392364814935,1.0,300.0,0.0,0.0,0,0,0.0,0,450,10,2009,11.755879486687116,3837681,3837681,45.734510383927095,0.0,3918,13.525459013863758,1.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
761,762,3.4339872044851463,4.110873864173311,8.841014310483892,5,5,1924,1950,0.0,6.0063531596017325,0.0,6.608000625296087,7.044032897274685,7.171656822768514,0.0,0,7.171656822768514,0.0,0.0,1,0,2,1,5,0,7.583756300707112,2.0,440.0,0.0,0.0,0,0,0.0,0,0,10,2009,11.51293546492023,3701776,3802500,49.618399457887996,0.0,3874,14.2156897200432,1.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
762,763,4.110873864173311,4.290459441148391,9.0642735958414,7,5,2009,2009,0.0,3.2188758248682006,0.0,6.597145701886651,6.6293632534374485,6.639875833826536,6.664409020350408,0,7.344719054149673,0.0,0.0,2,1,3,1,7,0,7.605890001053122,2.0,614.0,5.135798437050262,3.828641396489095,0,0,0.0,0,0,6,2010,12.279327754099118,4036081,4036081,43.948457146026755,44.41434759052788,4018,19.933648107614392,2.5,8.964439833539357,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
763,764,4.110873864173311,4.418840607796598,9.151757414543885,8,5,1999,1999,6.513230110912307,7.059617628291383,0.0,4.499809670330265,7.133295954896068,7.1459844677143876,7.001245622069476,0,7.768956044538332,1.0,0.0,2,1,3,1,8,1,7.600902459542082,3.0,856.0,0.0,4.859812404361672,0,0,5.198497031265826,0,0,7,2009,12.727841176689147,3996001,3996001,50.883911180136614,49.017440260547005,3998,21.28052604467993,3.5,10.058309435627498,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
